School Number,District,School Code,Name,ENG,NEP,MATH,SCI,SOC,HPE,TOTAL,SAP,DIST,FIRST,SECOND,THIRD,PASS,FAIL,PASS PERCENT
2999,GORKHA,38038,MAHALAXMI MA VI KOKHE TAPLE,29.4,62.9,33.1,25.9,47,43.1,65,65,0,7,27,0,34,31,52.31
3000,GORKHA,38039,BHAWANI MA VI MANBU,31.6,48.2,34.5,28.3,43.5,48.5,42,42,0,4,20,0,24,18,57.14
3001,GORKHA,38040,MIRKOT MA VI BANGDANDA,28.5,53.2,35.6,30.9,50.2,43.8,21,21,0,2,11,0,13,8,61.9
3002,GORKHA,38041,JALKANYA DEVI MA VI TAKU LAKURIBOAT,32.6,50.3,18.8,19.1,34.7,43.4,23,23,0,0,4,0,4,19,17.39
3003,GORKHA,38042,HIMALAYA MA VI SAURPANI,33.5,50.3,27.5,23.9,38.6,43.6,37,37,0,0,16,1,17,20,45.95
3004,GORKHA,38043,RATNESWOR MA VI DARBUNG,27,47.6,34.2,27.1,48.2,37.4,19,19,0,0,8,1,9,10,47.37
3005,GORKHA,38044,RATNA RAJYA MA VI BIRINCHOWK,30.6,49,31.2,26.9,45.5,37.9,28,28,0,4,2,3,9,18,32.14
3006,GORKHA,38045,BINDRAWATI MA VI MASHEL,40.7,54.8,41.2,33.4,45.5,47.4,52,52,0,12,25,0,37,15,71.15
3007,GORKHA,38046,DARBAR MA VI ARUPOKHARI,30.7,49.6,35.7,26.9,45.5,50,27,27,0,2,13,1,16,11,59.26
3008,GORKHA,38048,AKALA MA VI RATMATE DHUWAKOT,30.3,55.9,36.1,32.4,47.2,42.7,49,49,0,3,33,0,36,13,73.47
3009,GORKHA,38049,JAGESHWOR MA VI BORLANG,34.7,54.8,45.8,31.3,48.5,51.7,25,25,0,4,16,0,20,5,80
3010,GORKHA,38050,SIDDHIDEVI MA VI DEURALI BHANGYANG,35.5,49.1,40.9,34.5,48.3,51.4,22,22,0,2,16,0,18,4,81.82
3011,GORKHA,38051,SINJALI MA VI TAKLUNG,25.2,51.6,24.2,22.9,38.8,50.8,18,18,0,0,6,1,7,11,38.89
3012,GORKHA,38052,BHAGAWATI MA VI DARBUNG,24.1,47.9,27.3,24.9,46.6,39,18,18,0,0,5,0,5,13,27.78
3013,GORKHA,38053,THE OLD CAPITAL MA VI RANIBAN,60.4,73.3,64.9,47.6,68,50.2,11,11,2,9,0,0,11,0,100
3014,GORKHA,38054,SARASWATI MA VI FINAM,30.3,62.7,38.7,31.3,48.7,46.4,15,15,0,2,5,0,7,8,46.67
3015,GORKHA,38055,SHANTI MA VI BAGUWA,41.7,56.8,40.8,37,45.6,44.4,25,25,0,2,16,0,18,7,72
3016,GORKHA,38056,JHIMREK MAHIPATE MA VI THALAJUNG,25.4,40.2,10.4,18.6,32.7,36.2,10,10,0,0,0,0,0,10,0
3017,GORKHA,38057,NAVAJAGRITI CHANDI MA VI ASHRANG,40.4,57,58.7,39.3,49.6,52.7,51,51,0,34,15,0,49,2,96.08
3018,GORKHA,38058,PRABHAT MA VI DHAWA,28.3,47,38.9,30.6,47.2,46.9,20,20,0,1,15,0,16,4,80
3019,GORKHA,38059,NAWAJYOTI MA VI DANDIDANDA,38,53.2,32.5,22.6,43.1,42.9,33,33,0,4,12,0,16,17,48.48
3020,GORKHA,38060,SHARADA MA VI KHOPLANG,25.9,37.7,20.3,19.9,39.6,39.7,27,27,0,0,3,2,5,22,18.52
3021,GORKHA,38061,CHITRE POKHARI MA VI CHHOPRAK,22.3,33,10.5,18.9,37.3,39,16,16,0,0,0,0,0,16,0
3022,GORKHA,38062,TARA MA VI CHHEBETAR,22.2,43.7,25.6,25.5,40.8,39.1,37,37,0,2,7,1,10,27,27.03
3023,GORKHA,38063,SHAILAPUTRI MA VI PANCHKHUWA,35.8,54,33.7,28.2,39.8,43.5,24,23,0,0,13,0,13,10,56.52
3024,GORKHA,38064,BAKRESWOR MA VI BAKRANG,29.1,54.1,35.6,26.3,45.3,55.7,15,15,0,0,6,0,6,9,40
3025,GORKHA,38065,RAMESHWARY MA VI BUNGKOT,25.9,50.8,29.7,28.7,39.5,46.8,34,34,0,2,7,0,9,25,26.47
3026,GORKHA,38066,NEPANE MA VI KERABARI,26.5,49.9,26.1,16.3,34.2,38.7,26,26,0,0,7,1,8,18,30.77
3027,GORKHA,38067,CHAMPAWATI MA VI HARMI,35.8,42.2,36.8,27.6,46.2,46.3,18,18,0,2,11,0,13,5,72.22
3028,GORKHA,38068,ST MARY'S SCHOOL TERAKILO NAGPANO,55,60.2,61.4,34,52,47.2,33,33,1,15,16,0,32,1,96.97
3029,GORKHA,38069,BHADRAKALI MA VI BHUMLICHOK,32.1,50.6,38.9,22.2,42.8,50.3,24,24,0,0,13,0,13,11,54.17
3030,GORKHA,38071,MANIKAMA DEVI MA VI LAPRAK,31.9,45.9,25.9,26.6,37.1,41.6,18,18,0,0,4,3,7,11,38.89
3031,MANANG,39000,PRIVATE MANANG,12.5,28.2,7,14,33.3,33.5,6,5,0,0,0,0,0,5,0
3032,MANANG,39001,PRAKASH JYOTI MA VI THOCHE,17.8,32.5,8.1,14.6,31.2,35.6,43,41,0,0,3,0,3,38,7.32
3033,MANANG,39002,LOK PRIYA MA VI CHAME MANANG GAON,20,43.8,26,21.3,42.3,53,4,4,0,0,1,0,1,3,25
3034,MANANG,39003,ANNAPURNA MA VI MANANG,32.7,48.4,39.4,26,40.6,48.9,7,7,0,1,3,0,4,3,57.14
3035,LAMJUNG,40000,PRIVATE LAMJUNG,25,36.8,14.1,12.9,37.8,37.8,17,16,0,0,0,0,0,16,0
3036,LAMJUNG,40001,PANINI SAN MA VI KIRTIPUR DURADANDA,27.8,47.5,26.3,25,44.2,41.5,10,10,0,1,2,1,4,6,40
3037,LAMJUNG,40002,JANA KALYAN MA VI CHITI TILAHAR,35.9,42.9,21.7,24.1,33.3,35.5,35,34,0,0,6,2,8,26,23.53
3038,LAMJUNG,40003,SHANTI MA VI KUNCHHA AAMDANDA,35.8,55.1,43.7,33.7,50.7,54.7,26,26,0,4,13,0,17,9,65.38
3039,LAMJUNG,40004,SARBODAYA MA VI DURADANDA,34.5,50.8,41.7,33.6,49.5,48.9,39,39,0,9,19,1,29,10,74.36
3040,LAMJUNG,40005,BHAIRAB KALI MA VI RAMGHA,39.1,44.4,38.4,22.8,45.6,39.1,54,54,0,5,17,3,25,29,46.3
3041,LAMJUNG,40006,MANGALA MA VI SOTIPASAL,41.3,41.8,50.6,24.3,47.8,43.4,52,52,0,8,34,0,42,10,80.77
3042,LAMJUNG,40007,LAXMI MA VI BHANJYANG,36.7,50,24.5,21.7,36.5,36.8,27,27,0,1,2,0,3,24,11.11
3043,LAMJUNG,40008,BUDDHA MILAN MA VI PYARJUNG,31.2,62.8,32,29.5,52,49,6,6,0,0,3,0,3,3,50
3044,LAMJUNG,40009,GANESH MALIKA MA VI THANSINGNETA,29.8,53.7,31.6,25.9,46.6,46.1,31,31,0,2,10,0,12,19,38.71
3045,LAMJUNG,40010,JANTA MA VI KUNDULE,31.3,46.6,34.7,26.4,46.1,49.7,7,7,0,1,4,0,5,2,71.43
3046,LAMJUNG,40011,AMAR MA VI KHUDI BENI,38.9,41.1,50.2,25.5,46,44.9,35,35,0,6,18,1,25,10,71.43
3047,LAMJUNG,40012,ISHANESHWAR UCHCHA MA VI BHORLETAR,36.3,55.7,42.7,20.9,45.7,48.7,63,63,0,5,23,0,28,35,44.44
3048,LAMJUNG,40013,JANABIKASH MA VI BESHISAHAR,30.9,43.9,27.2,18.7,38.5,44.6,94,94,0,1,22,2,25,69,26.6
3049,LAMJUNG,40014,BAGISHWARI MA VI BICHOUR,27.1,44.6,22.5,21.5,38.5,43.1,54,54,0,3,14,0,17,37,31.48
3050,LAMJUNG,40015,BIRBHAKTI MA VI TARKUGHAT,32.1,52.6,48.5,40.2,48,52.3,47,47,0,12,26,0,38,9,80.85
3051,LAMJUNG,40016,BUDDHODAYA MA VI GILUNG,30.3,52.5,40.7,24.7,47.4,45.3,14,14,0,2,6,0,8,6,57.14
3052,LAMJUNG,40017,BHAKTI NAMUNA MA VI BHOTEODAR,27.7,44.5,30.2,25.3,44.4,38.9,77,76,0,5,19,1,25,51,32.89
3053,LAMJUNG,40018,LAMJUNG MA VI GAUNSAHAR,30.4,45.2,23.4,23.7,37.5,45.2,39,39,0,2,11,0,13,26,33.33
3054,LAMJUNG,40019,SOUBHAGYODAYA MA VI ALKATAR,30.1,43.8,31.3,37.2,43.9,47.5,62,62,0,9,18,1,28,34,45.16
3055,LAMJUNG,40020,JANA JYOTI MA VI BAGLUNG PANI,29.1,42.3,10.3,27.2,33.4,42.3,14,14,0,0,0,0,0,14,0
3056,LAMJUNG,40021,CHANDRODAYA MA VI BAHUNDADA,36.9,37.8,26,19.6,39.3,39.9,24,24,0,2,3,0,5,19,20.83
3057,LAMJUNG,40022,SURYODAYA MA VI JANA MILAN BHARTE,24.3,50.5,39.7,28.5,39.9,47.7,27,27,0,1,15,0,16,11,59.26
3058,LAMJUNG,40023,ADARSHA BAL MA VI BARETAR,28.2,44.9,27.2,24.4,37.7,42.2,91,91,0,6,23,1,30,61,32.97
3059,LAMJUNG,40024,BAL KALYAN MA VI TALPHAT,40.9,54.7,36.2,28.7,41.1,48.6,35,35,0,9,10,0,19,16,54.29
3060,LAMJUNG,40025,SAPTADHARA MA VI JITA,27.1,42.8,26.9,22.6,39.8,34.4,20,19,0,1,4,0,5,14,26.32
3061,LAMJUNG,40026,GYANODAYA MA VI SAHILITAR,31.4,46,34.4,34.1,40.7,46,35,35,0,2,17,0,19,16,54.29
3062,LAMJUNG,40027,SAILAPUTRI MA VI DHAMILI KUWA,32.7,39.2,25.4,34.4,40.6,45.4,50,50,0,3,10,0,13,37,26
3063,LAMJUNG,40028,KUSUMAKAR MA VI RAMBAZAR,32.7,47.4,34.8,18.6,46.8,41.3,80,80,0,3,25,1,29,51,36.25
3064,LAMJUNG,40029,SARASWOTI SADAN MA VI THULOSHOWRA,25.3,48.1,20.3,23,42.5,45.3,15,15,0,0,2,0,2,13,13.33
3065,LAMJUNG,40030,EARTHLY PARADISE BOARDING SCHOOL BESISHAH,61.2,55,70.4,37.6,54.8,56.3,37,37,0,26,10,0,36,1,97.3
3066,LAMJUNG,40031,BHU PU SAINIK AWASIYA MA VI BESISHAHAR,51.7,50,50.9,30.9,41.4,49.5,51,51,0,13,27,1,41,10,80.39
3067,LAMJUNG,40032,LOK RAJ ADHARSHA MA VI KARKIDANDA,34.8,46.5,30.7,21.2,44.2,39.5,33,33,0,4,9,1,14,19,42.42
3068,LAMJUNG,40033,SAMJHANA PRA MA VI SHAMIBHANJYANG,28.3,46.9,37.9,28.2,44.2,42.6,9,9,0,0,4,1,5,4,55.56
3069,LAMJUNG,40034,ANNAPURNA MA VI NALMA,27.1,44.2,13.5,16.1,36.2,34.4,19,19,0,1,1,0,2,17,10.53
3070,LAMJUNG,40035,TRIBHUVAN BIDHYASHRAM MA VI BHUJUNG,36.7,44.1,37.4,16.9,39,43,7,7,0,0,2,0,2,5,28.57
3071,LAMJUNG,40036,VIDHYA BIKASH AWASIYA MA VI BESHISHAHAR,46.6,46.1,45.4,22.9,36.3,41,43,43,0,7,14,1,22,21,51.16
3072,LAMJUNG,40037,GANESH MA VI SIMPANI,40.2,42.8,41.5,24,47.3,45.2,13,13,0,0,9,1,10,3,76.92
3073,LAMJUNG,40038,GHALE UTTAR KANYA MA VI BAGUM,26.4,35.4,25.3,17.4,36,39.1,10,10,0,0,0,1,1,9,10
3074,LAMJUNG,40039,GANGA MILAN MA VI MAKAIDANDA,33,47.1,34.4,23.5,35,41,28,28,0,0,14,0,14,14,50
3075,LAMJUNG,40040,LAXMI NARAYAN MA VI PIPALBHANJYANG ALAINCH,30.3,50.4,48.8,35.9,36.6,48.4,18,17,0,1,15,0,16,1,94.12
3076,LAMJUNG,40041,BHAIRAB MA VI MOHARIYA,31.6,52.8,36.2,25.4,48.8,53.6,18,18,0,2,8,0,10,8,55.56
3077,LAMJUNG,40042,JANAKALYAN MA VI UDIPUR,24.6,51.1,34.9,34.5,37.1,42.7,37,37,0,1,18,0,19,18,51.35
3078,LAMJUNG,40043,PACHOK MA VI PACHOK,38.8,40.3,12.7,16.3,33.2,32.2,6,6,0,0,0,0,0,6,0
3079,LAMJUNG,40044,HIMALAYA MA VI KOLKI,30.7,39.4,40.6,23.9,31.7,37.7,9,9,0,0,3,3,6,3,66.67
3080,LAMJUNG,40045,KALIKA MILAN MA VI CHISAPANI,26.1,30.1,13.4,22.6,27.4,33.3,14,14,0,0,4,0,4,10,28.57
3081,LAMJUNG,40046,MAHENDRA DEV MA VI TARANCHE,39.8,38.1,31.6,18.3,44.3,38.3,10,10,0,0,1,0,1,9,10
3082,LAMJUNG,40048,FUTURE STAR ENGLISH AWASIYA MA VI BHOTEWO,52.9,52.6,59.4,38.2,49.6,49.1,19,19,0,8,11,0,19,0,100
3083,LAMJUNG,40049,SHARADA MA VI MALING,34.2,47.5,22.7,20.5,40.1,37.4,23,23,0,0,9,0,9,14,39.13
3084,LAMJUNG,40050,JANABIKASH MA VI CHANDIDANDA,26.2,40,31.3,18.8,29,33.4,50,50,0,1,10,2,13,37,26
3085,LAMJUNG,40051,SAYAPATRI SECONDARY BOARDING SCHOOL SUND,40.9,47.4,38.4,29,46.6,38.5,8,8,0,1,3,0,4,4,50
3086,LAMJUNG,40052,VIDDHYA JYOTI MA VI TARKU KHAHARE,33.5,52.3,40.6,33.9,50.2,43,16,16,0,4,6,0,10,6,62.5
3087,LAMJUNG,40055,MAHENDRA BAL BIKAS MA VI BHALAYAKHARKA BO,R 37.6,52.9,32.9,27.8,45.1,39.3,16,16,0,3,4,1,8,8,50
3088,LAMJUNG,40056,GANGA MILAN MA VI GHERMU,35.8,38.4,30.7,21.8,37.4,40.1,9,9,0,0,4,1,5,4,55.56
3089,LAMJUNG,40057,SANSKRITI SADAN MA VI ARCHALIYANI DURADAND,A 35.6,57.5,48.8,33.1,48.3,50.9,40,40,0,13,22,1,36,4,90
3090,LAMJUNG,40058,KANTI MANDIR MA VI PAREWADANDA,30.5,50.4,38,32.6,49.8,55.3,10,10,0,1,5,1,7,3,70
3091,LAMJUNG,40059,BALA BIKAS MA VI TANDRANG TAKSAR,36.5,34.7,23.9,14.1,37,35,22,22,0,2,3,0,5,17,22.73
3092,LAMJUNG,40060,SAUBHAGYA SADAN MA VI DHUSENI,28.4,50.2,32.4,29.6,49.9,51,17,17,0,1,9,0,10,7,58.82
3093,LAMJUNG,40061,EX SERVICEMAN SEC ENGLISH BOARDING SCHOOL,41.4,52.6,35.7,22,47.1,48.4,14,14,0,2,5,0,7,7,50
3094,LAMJUNG,40062,TRIBHUWAN MA VI GHANPOKHARA,38.8,40,38.5,20.5,38.9,35.9,8,8,0,0,3,1,4,4,50
3095,LAMJUNG,40063,GAUNDA MA VI GAUNDA OKHARI,22.6,46,22.3,33.1,35.9,43.7,7,7,0,0,2,0,2,5,28.57
3096,LAMJUNG,40064,PHALENI MA VI BANSAR,40.4,45.7,19.4,16.9,34.3,32,7,7,0,0,1,0,1,6,14.29
3097,LAMJUNG,40065,PRABHAT SHANTI PURNA MA VI BHULBHULE,28.6,38,27.2,16.5,34.6,35,24,24,0,1,4,2,7,17,29.17
3098,KASKI,41000,PRIVATE KASKI,30.4,37.1,22.9,20.1,40.6,39.8,237,188,0,11,62,1,74,113,39.36
3099,KASKI,41001,SANSKRIT MA VI BHIMKALIPATAN,23.8,49.4,41.6,35.3,58.6,48.3,9,9,0,1,3,0,4,5,44.44
3100,KASKI,41002,RASTRIYA MA VI PURANO TUNDIKHEL,37.5,48.3,44.1,34.5,48.4,44.9,103,103,1,23,47,0,71,32,68.93
3101,KASKI,41003,GANDAKI AWASIYA MA VI LAMACHOUR,65.7,70.4,85.9,48.1,70.5,63.3,116,116,61,55,0,0,116,0,100
3102,KASKI,41004,BARAHA MA VI BHINDABARI,28.4,49.3,32.7,31.7,43.4,35,41,41,0,3,20,1,24,17,58.54
3103,KASKI,41005,RAMKOT MA VI RAMKOT,30.3,52.5,41.2,31.7,51.4,39.5,45,45,0,7,24,1,32,13,71.11
3104,KASKI,41006,BHARATI BHAWAN MA VI PURAN CHOUR,27,57.4,39.1,32.3,51.3,54.1,47,47,0,14,9,0,23,24,48.94
3105,KASKI,41007,SITARAM MA VI YANJAKOT,24.5,41.5,27.8,19.5,46,36.9,22,22,0,2,2,0,4,18,18.18
3106,KASKI,41008,BHAWANI KALIKA MA VI GHARIPATAN,28.5,48.8,32.5,24.8,41.4,46.7,52,52,0,2,19,0,21,31,40.38
3107,KASKI,41009,SUKRARAJ BALBHADRA MA VI CHHINEDANDA,25.9,46.2,41.1,25.5,47.3,41.4,50,50,0,3,20,0,23,27,46
3108,KASKI,41010,AMAR JYOTI BOARDING SCHOOL MALEPATAN,49.8,60.4,49.5,37.1,54.1,50.9,21,21,0,12,6,0,18,3,85.71
3109,KASKI,41011,AMARSING MA VI RAMGHAT,46.2,51.2,51.9,34.8,57.4,47.9,113,113,3,53,28,0,84,29,74.34
3110,KASKI,41012,JANA JYOTI MA VI KALIKASTHAN,23.6,41.9,29.8,30.2,41.1,49.1,47,47,0,8,10,0,18,29,38.3
3111,KASKI,41013,SHISHU KALYAN ENGLISH SCHOOL CHHOREPATAN,57.5,57.7,50.2,33.5,57.3,54.7,33,33,1,21,5,0,27,6,81.82
3112,KASKI,41014,BINDABASINI MA VI BATULECHOUR,33.7,48.8,35.7,28.9,37.2,43.3,93,93,0,4,47,4,55,38,59.14
3113,KASKI,41015,CHHOREPATAN MA VI CHHOREPATAN,26.6,51.9,37.1,29.6,48.1,49.3,127,126,0,16,43,2,61,65,48.41
3114,KASKI,41016,SHANTI UDAYA MA VI BARPANDETHUM,29,47,32.7,25.8,37.2,45.2,40,40,0,5,11,2,18,22,45
3115,KASKI,41017,JANA PRIYA MA VI SIMALCHOUR,34.6,45.4,35.7,28.9,42,38.5,148,147,0,14,58,5,77,70,52.38
3116,KASKI,41018,HIMANCHAL BOARDING SCHOOL POKHARA,59.2,55.5,86.5,49.5,55.4,56.5,40,40,2,36,2,0,40,0,100
3117,KASKI,41019,PRITHIVI NARAYAN MA VI DHAMPUS,26.3,51.2,25.3,23.3,38.5,36.8,44,44,0,4,8,0,12,32,27.27
3118,KASKI,41020,GAURI SHANKAR MA VI HEMJA,30.4,53.3,35.6,27.7,40.2,39.8,90,90,4,10,32,2,48,42,53.33
3119,KASKI,41021,BARAHI MA VI MALEPATAN,23.4,49.2,37.8,27.2,43.8,49.1,88,88,0,8,31,1,40,48,45.45
3120,KASKI,41022,BISHWOSHANTI MA VI DEURALI,32.5,52,45.2,30.3,46.5,42.2,26,26,1,4,14,2,21,5,80.77
3121,KASKI,41023,MAHENDRA MA VI RYALECHOUR,43.3,47.1,31.8,31.2,40.9,42.3,24,24,0,3,7,0,10,14,41.67
3122,KASKI,41024,SRI PANCHA RATNA RAJYA LAXMI KANYA MA VI NA,30.8,45.5,27.5,25.5,43,41.7,53,52,0,6,15,0,21,31,40.38
3123,KASKI,41025,JANAKALYAN MA VI MAKAIKHOLA,25.1,47,34.9,24.3,45.4,44.4,36,36,0,4,10,0,14,22,38.89
3124,KASKI,41026,MACHHAPUCHHRE MA VI NAGDANDA,26.3,37.9,24,20.2,35.9,34.5,48,48,0,1,11,1,13,35,27.08
3125,KASKI,41027,LAXMI ADARSHA MA VI ARGHOU SISUWA,31.8,45.9,29.5,19.7,36.6,43.3,58,58,0,6,13,0,19,39,32.76
3126,KASKI,41028,MESHRAM BARAH MA VI GHANDRUK,31.3,35.3,42.4,25,41.4,35.1,16,16,0,1,7,1,9,7,56.25
3127,KASKI,41029,DUDHA POKHARI MA VI SODHA,28.8,38.8,23.3,20.4,42.5,46,20,20,0,0,7,0,7,13,35
3128,KASKI,41030,PRAGATISHIL MA VI SALYAN,24.1,36.8,26.3,22.1,35.7,30.1,43,43,0,1,9,4,14,29,32.56
3129,KASKI,41031,ANANDAJYOTI MA VI BEGNAS,24,40.8,32.6,24,37.9,36.5,48,48,0,2,12,4,18,30,37.5
3130,KASKI,41032,SANGAM MA VI CHANDRAKOT,19.8,39.3,14.9,22,29.2,31.3,28,28,0,0,5,0,5,23,17.86
3131,KASKI,41033,TAL BARAHI MA VI BAIDAM,32.7,38.8,32.8,26.3,53.8,41.2,104,103,0,15,28,4,47,56,45.63
3132,KASKI,41034,BRAMHA RUPA MA VI RAJAKA CHAUTARA,39.5,49.3,48,36.8,53.4,49.1,72,72,2,21,28,4,55,17,76.39
3133,KASKI,41036,HARPANKOT MA VI KUDAWI DANDA,17.6,39.1,13.6,17,30.9,39.1,20,20,0,1,0,0,1,19,5
3134,KASKI,41037,HIMALAYA MA VI MAUJA,24.8,35,18,16.9,36.8,42.9,17,17,0,0,2,0,2,15,11.76
3135,KASKI,41038,BHABISHYA NIRMAN MA VI KRISTI,30.6,42.8,33.8,34.5,59.2,46.2,41,41,0,7,15,0,22,19,53.66
3136,KASKI,41039,JANA CHETANA MA VI NIRMAL POKHARI,30.7,39.1,22.5,23.2,48.4,36.7,65,65,0,3,12,2,17,48,26.15
3137,KASKI,41040,KALIKA MA VI MANDRE DHUNGA,26.3,51.5,34,29.1,44.3,45.4,85,85,0,11,32,0,43,42,50.59
3138,KASKI,41041,NAWA PRABHAT MA VI NAYA BAZAR,23.6,45.5,24.9,22.5,41.5,42.4,74,74,0,2,17,0,19,55,25.68
3139,KASKI,41042,RATNA SOBHA MA VI MAJHTHANA,22.4,40.4,27.9,28.9,44.5,47.9,37,37,0,1,11,0,12,25,32.43
3140,KASKI,41043,SHUKRA RAJ MA VI PUMDIBHUMDI,34.6,51.6,47.3,29,49,41.5,94,93,1,19,51,1,72,21,77.42
3141,KASKI,41044,BHADRAKALI HIGHER SECONDARY SCHOOL KUNDH,32.1,50.9,35.6,25.9,56,45.3,111,111,1,19,30,1,51,60,45.95
3142,KASKI,41045,HIMALAYA MA VI GORJE,24.3,39.9,32.8,20.2,39.9,44.2,32,32,0,1,8,0,9,23,28.13
3143,KASKI,41046,MOUNT ANNAPURNA SCHOOL POKHARA,61.9,52,79.1,56.2,73.9,59.4,18,18,5,13,0,0,18,0,100
3144,KASKI,41047,MOUNT EVEREST BOARDING SCHOOL POKHARA,53.9,52.7,73.2,47.6,58.9,57.7,23,23,1,17,4,0,22,1,95.65
3145,KASKI,41048,KALIKA MA VI RAMBAZAR,27.6,52.3,37.5,29,41.3,46.9,165,165,0,22,59,1,82,83,49.7
3146,KASKI,41049,SIDDHA BARAHA MA VI MAJHTHUM CHAPAKOT,28.9,53,29.5,27.7,42.5,47.1,73,73,0,10,23,0,33,40,45.21
3147,KASKI,41050,NAVIN MA VI GAIRAPATAN,29.9,46.6,48.7,31.4,35.9,42.4,72,72,0,8,39,1,48,24,66.67
3148,KASKI,41051,SARASWATI TIKA MA VI BHARAT POKHARI-3,31,49,35.1,24.8,36.5,48.5,46,46,0,2,21,2,25,21,54.35
3149,KASKI,41052,HERMANN GMEINER MA VI RAMBAZAR,65.8,61.6,76.4,58.4,70.1,57.7,58,58,14,43,1,0,58,0,100
3150,KASKI,41053,CHANDRA PRABHA MA VI BHIRCHOK,26.3,42.7,22.6,21.3,35.2,33.5,23,23,0,0,5,1,6,17,26.09
3151,KASKI,41054,BINDHYABASINI MA VI BARPATAN,43,60.8,54.3,32.5,60.2,56.3,59,59,0,27,25,0,52,7,88.14
3152,KASKI,41055,SHANTI MA VI JUMLETI,25.4,52.5,31.3,27.2,45.6,52,69,69,0,9,19,0,28,41,40.58
3153,KASKI,41056,AMMARSIDDHA NAMUNA MA VI PACHABHAIYA,33.7,46.8,45,31.9,50.4,42.1,52,52,0,9,24,3,36,16,69.23
3154,KASKI,41057,TRIBHUWAN SHANTI MA VI KHUDIBAZAR,35,50,38.6,32.2,49.7,44.1,51,51,0,8,26,0,34,17,66.67
3155,KASKI,41058,LAXMI MA VI ARGHOU,29.1,46.1,29.7,27.9,42.6,50.2,77,76,0,6,27,0,33,43,43.42
3156,KASKI,41059,NEW MODEL AWASIYA MA VI NAGDHUNGA POKHAR,53.3,53.1,68.5,42.1,54.4,59.7,15,15,1,9,5,0,15,0,100
3157,KASKI,41060,SHIVASHAKTI MA VI PHULBARI,30.1,39.8,41.9,25,42.1,44.9,57,57,0,4,29,0,33,24,57.89
3158,KASKI,41061,SRI PANCH INDRA RAJYA LAXMI MA VI LAMACHAUR,26.4,57,35,28.2,42.9,52,51,51,0,6,17,0,23,28,45.1
3159,KASKI,41062,MACHHAPURCHHRE MA VI BHURJUNGKHOLA,30.5,55.7,24,26.3,44.3,52.6,27,27,0,3,6,0,9,18,33.33
3160,KASKI,41063,SIWALAYA MA VI THUMKI,24.4,40.5,24.6,23.1,34,34.1,28,28,0,1,4,0,5,23,17.86
3161,KASKI,41064,ST. MARY'S MA VI NAYAGAUN,67.6,62,76,55.7,75.9,60.4,52,52,10,42,0,0,52,0,100
3162,KASKI,41065,JANA PRAKASH MA VI BHANDARDHIK,30.7,43.5,31.6,19.6,35.3,46.6,54,54,0,2,14,3,19,35,35.19
3163,KASKI,41066,ANNAPURNA MA VI SIKLES,29.4,40.9,35.3,24.8,46.9,48.7,18,18,0,0,12,0,12,6,66.67
3164,KASKI,41067,GYANODAYA MA VI BAIDAM,62.3,62.3,63.3,42.3,56.7,57.7,3,3,0,2,1,0,3,0,100
3165,KASKI,41068,SURYODAYA ENGLISH BOARDING SCHOOL DEEP,52.3,59.5,66.9,37.3,54.2,59.3,39,39,1,31,6,0,38,1,97.44
3166,KASKI,41069,LITTLE STEP BOARDING MA VI BHIMKALI,56,52.1,65.1,40.9,49.4,54.5,62,62,0,49,11,0,60,1,96.77
3167,KASKI,41070,SIDDHA MA VI PHALEPATAN,23.4,50.5,26.9,27,37.9,44.2,92,92,0,7,19,0,26,66,28.26
3168,KASKI,41071,SHISHU NIKETAN ENGLISH SCHOOL POKHARA,66.4,68.4,86.9,57.4,69.7,61.1,38,38,27,11,0,0,38,0,100
3169,KASKI,41072,JANA JAGRITI MA VI SARANGKOT,31.6,56.4,36.3,29.6,43.7,49,52,52,0,9,24,0,33,19,63.46
3170,KASKI,41073,BISHNU PADUKA MA VI HEMJA,25.9,58.9,38.6,32.7,52.5,50,42,42,0,11,9,0,20,22,47.62
3171,KASKI,41074,MAHENDRA MA VI LAMACHOUR GHARMI,21.9,56.5,29,27.2,44.2,54.8,43,43,0,3,11,0,14,29,32.56
3172,KASKI,41075,GYAN KUNJ BOARDING SCHOOL AIRPOT POKHARA,59.2,51.3,72.4,43.4,52.4,58.5,38,38,0,33,4,0,37,1,97.37
3173,KASKI,41076,BETHANY BOARDING SCHOOL KUNDHAR,55.4,59.5,58.9,50.9,70.1,55.2,11,11,0,10,0,0,10,1,90.91
3174,KASKI,41077,HERMANN GMEINER MA VI TASHILING,54.8,50.1,44.4,35.2,52.5,53.3,56,56,0,22,27,0,49,7,87.5
3175,KASKI,41078,PASHCHIMANCHAL BOARDING SCHOOL GAIRAPATA,60,50.5,70.2,57.3,71.5,58,25,25,1,23,1,0,25,0,100
3176,KASKI,41079,KALIKA MA VI AANPU BHANJYANG,35.9,55.3,49.8,38.6,54.9,47.9,29,29,1,11,13,0,25,4,86.21
3177,KASKI,41080,VINDHYASWORI BOARDING SCHOOL MOHARIYATOL,63.2,51.5,67.6,53.5,69.1,58.3,42,42,6,36,0,0,42,0,100
3178,KASKI,41081,HILL POINT HIGH SCHOOL MATEPANI,57.9,51.2,81.4,44.7,59.3,59.1,55,55,5,50,0,0,55,0,100
